ID,Spatial Scale,Region,Country Name,Technology Name,Metric,Unit,Data Source,Variable,Year,Value
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,142000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,63000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,652000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1964,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,75300000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,9600000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,5279000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,8917000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,431000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,845000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,5473000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,97000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,744000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,1793000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,1878000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,281000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,771000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,2895000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,8274000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,455000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,716000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,99400.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,786000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,246000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,1273000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,88000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,104000.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,319000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,148000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,83000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,807000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1965,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,78100000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,10400000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,5481000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,9513000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,479000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,919000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,6357000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,108000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,813000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,1890000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,2475000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,196000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,812000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,3060000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,9267000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,506000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,750000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,117000.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,877000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,289000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,1502000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,1503000.0
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,92000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,122000.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,359000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,161000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,92000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,1053000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1966,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,80400000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,11200000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,5866000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,10300000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,529000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,979000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,7311000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,116000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,888000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,1977000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,3274000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,314000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,917000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,3241000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,10300000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,551000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,808000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,145000.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,960000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,332000.0
Passenger Cars_Total Number_NL,National,NLD,Netherlands,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,1725000.0
Passenger Cars_Total Number_BE,National,BEL,Belgium,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_TR,National,TUR,Turkey,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,112000.0
Passenger Cars_Total Number_GR,National,GRC,Greece,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,144000.0
Passenger Cars_Total Number_PT,National,PRT,Portugal,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,401000.0
Passenger Cars_Total Number_CO,National,COL,Colombia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,167000.0
Passenger Cars_Total Number_IL,National,ISR,Israel,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,99000.0
Passenger Cars_Total Number_ES,National,ESP,Spain,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,1335000.0
Passenger Cars_Total Number_SI,National,SVN,Slovenia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_LT,National,LTU,Lithuania,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_IS,National,ISL,Iceland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_CZ,National,CZE,Czech Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_SK,National,SVK,Slovak Republic,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_EE,National,EST,Estonia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_LV,National,LVA,Latvia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_LU,National,LUX,Luxembourg,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1967,
Passenger Cars_Total Number_US,National,USA,United States,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,83600000.0
Passenger Cars_Total Number_FR,National,FRA,France,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,11800000.0
Passenger Cars_Total Number_CA,National,CAN,Canada,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,6160000.0
Passenger Cars_Total Number_GB,National,GBR,United Kingdom,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,10800000.0
Passenger Cars_Total Number_NO,National,NOR,Norway,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,575000.0
Passenger Cars_Total Number_CH,National,CHE,Switzerland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,1061000.0
Passenger Cars_Total Number_IT,National,ITA,Italy,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,8266000.0
Passenger Cars_Total Number_CL,National,CHL,Chile,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,130000.0
Passenger Cars_Total Number_DK,National,DNK,Denmark,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,955000.0
Passenger Cars_Total Number_SE,National,SWE,Sweden,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,2072000.0
Passenger Cars_Total Number_JP,National,JPN,Japan,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,4291000.0
Passenger Cars_Total Number_IE,National,IRL,Ireland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,337000.0
Passenger Cars_Total Number_MX,National,MEX,Mexico,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,1000000.0
Passenger Cars_Total Number_AU,National,AUS,Australia,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,3396000.0
Passenger Cars_Total Number_DE,National,DEU,Germany,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,11000000.0
Passenger Cars_Total Number_FI,National,FIN,Finland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,581000.0
Passenger Cars_Total Number_NZ,National,NZL,New Zealand,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,830000.0
Passenger Cars_Total Number_HU,National,HUN,Hungary,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,164000.0
Passenger Cars_Total Number_AT,National,AUT,Austria,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,1056000.0
Passenger Cars_Total Number_PL,National,POL,Poland,Passenger Cars,Total Number,-,CHAT,Number of Units|Passenger Cars,1968,375000.0
